generation,best,mean,worst
0,110.84732957005278,173.66155459165836,237.0649120455497
1,110.84732957005278,169.6628838085089,214.70306647673914
2,110.84732957005278,166.35751297296537,214.70306647673914
3,110.84732957005278,164.49627667939814,213.01241899393523
4,109.06966358095735,160.82012056988438,212.60261625661371
5,109.06966358095735,156.0461985328316,212.60261625661371
6,109.06966358095735,154.6744598662006,212.60261625661371
7,109.06966358095735,151.44888135050485,212.60261625661371
8,109.06966358095735,148.98605459632216,183.19243670858373
9,109.06966358095735,145.76201386222832,178.55602293440518
10,109.06966358095735,144.37880679380683,174.99172908375914
11,108.25166958156991,138.73920852976065,168.14278663829475
12,108.25166958156991,138.73920852976065,168.14278663829475
13,108.25166958156991,138.1568096181347,168.14278663829475
14,93.19521016485399,137.01887451916832,162.5635912926877
15,93.19521016485399,134.85336984397495,160.47452365114603
16,93.19521016485399,134.58706409550285,160.47452365114603
17,93.19521016485399,133.42469238852323,160.47452365114603
18,93.19521016485399,132.5478504328011,160.47452365114603
19,93.19521016485399,129.81674833063144,160.47452365114603
20,93.19521016485399,129.46545858257775,160.47452365114603
21,93.19521016485399,129.31237696113368,160.47452365114603
22,93.19521016485399,128.9922303361957,160.47452365114603
23,93.19521016485399,128.05874788475782,160.47452365114603
24,93.19521016485399,127.35866542477456,160.47452365114603
25,93.19521016485399,126.94900239963277,160.47452365114603
26,93.19521016485399,126.01922865408851,160.47452365114603
27,93.19521016485399,125.40943994035075,160.47452365114603
28,93.19521016485399,124.53277372260715,155.71246345214135
29,91.42938763743238,123.68149230179868,155.71246345214135
30,91.42938763743238,123.56280385678787,153.77504194579896
31,91.42938763743238,123.56280385678787,153.77504194579896
32,91.42938763743238,123.19064880595343,153.77504194579896
33,91.42938763743238,122.52152036267202,153.77504194579896
34,91.42938763743238,122.34012114097861,153.77504194579896
35,91.42938763743238,121.80506014212806,153.77504194579896
36,91.42938763743238,121.46298367543767,153.77504194579896
37,91.42938763743238,120.39356178994473,153.77504194579896
38,91.42938763743238,119.94617491540964,153.77504194579896
39,84.34343418842666,118.88205934725843,153.77504194579896
40,84.34343418842666,118.4645675397865,148.4175437600603
41,84.34343418842666,118.17392284024234,148.4175437600603
42,84.34343418842666,118.10204650699235,148.4175437600603
43,77.02345601087933,115.62338516788168,145.46624351017044
44,77.02345601087933,115.62338516788168,145.46624351017044
45,77.02345601087933,115.15115423658091,145.46624351017044
46,77.02345601087933,114.42578917744947,140.39415259442342
47,77.02345601087933,114.28338942536804,140.39415259442342
48,77.02345601087933,114.28338942536804,140.39415259442342
49,77.02345601087933,113.39615071848162,140.39415259442342
50,77.02345601087933,113.23182738667441,140.39415259442342
51,77.02345601087933,112.6609120590135,140.39415259442342
52,77.02345601087933,112.45563542948211,140.39415259442342
53,77.02345601087933,111.93094825020387,140.39415259442342
54,77.02345601087933,111.48928595118863,140.39415259442342
55,77.02345601087933,110.71790818033713,140.39415259442342
56,77.02345601087933,110.45458607303902,140.39415259442342
57,77.02345601087933,110.04691302029205,138.02375061281793
58,77.02345601087933,109.65547216538893,138.02375061281793
59,77.02345601087933,109.5225877969703,138.02375061281793
60,77.02345601087933,109.41042453823975,137.1451057946112
61,77.02345601087933,108.5275991626292,132.41558767629053
62,77.02345601087933,108.1573754275219,131.17691355304675
63,77.02345601087933,107.29957168774143,131.17691355304675
64,77.02345601087933,107.06517105076844,131.17691355304675
65,77.02345601087933,106.5054629913123,131.17691355304675
66,77.02345601087933,105.56142176812817,129.70164935362908
67,77.02345601087933,105.56142176812817,129.70164935362908
68,77.02345601087933,105.56142176812817,129.70164935362908
