generation,best,mean,worst
0,26.051050983641687,91229.55649660733,717728.3030630589
1,26.051050983641687,44745.01232637538,245794.09730272385
2,26.051050983641687,20845.26842294483,157329.10602076998
3,26.051050983641687,13829.962504717254,99162.3622409299
4,26.051050983641687,8919.984211927891,51796.42829100212
5,26.051050983641687,5843.922004264513,51796.42829100212
6,26.051050983641687,5148.137724676577,51796.42829100212
7,26.051050983641687,4035.8176023760725,19929.49607683479
8,26.051050983641687,2969.5637055304014,19929.49607683479
9,4.439241226362382,2238.1111113742922,12496.209040962338
10,4.439241226362382,1630.597363488027,6870.78459000871
11,4.439241226362382,1404.8648156451204,6870.78459000871
12,4.439241226362382,1003.1887984296876,3606.892693200473
13,4.439241226362382,701.883383746009,2944.993709993517
14,4.439241226362382,580.9791754450515,2572.130978259776
15,4.439241226362382,579.9613665716273,2572.130978259776
16,4.439241226362382,469.0389691410573,1969.3730493080893
17,4.439241226362382,380.5502753303481,1648.866727827132
18,4.439241226362382,348.1580776798405,1648.866727827132
19,4.439241226362382,286.1461238855681,1375.1600279738955
20,4.439241226362382,245.9761693649077,1375.1600279738955
21,4.439241226362382,196.75460545150497,1374.4128998574693
22,4.439241226362382,145.79317600860915,663.1444923246271
23,4.439241226362382,117.9147500893039,663.1444923246271
24,3.4438614890254273,86.04033766853134,663.1444923246271
25,2.8024595580300917,78.62079809996273,387.3373239147706
26,2.8024595580300917,66.5367280597073,229.66481752408666
27,1.64224556165293,60.94951177856197,229.66481752408666
28,1.64224556165293,54.089769210211344,208.99722102534605
29,1.64224556165293,41.5538953217653,140.98687494221366
30,1.6069090918619393,37.54447682466287,140.98687494221366
31,1.6069090918619393,34.467545885220275,140.98687494221366
32,1.6069090918619393,29.250368254940284,120.4654689672355
33,1.6069090918619393,24.687241250467054,79.49398243279319
34,1.6069090918619393,20.29258266097584,79.49398243279319
35,0.5139487500706792,18.47480293028341,79.49398243279319
36,0.5139487500706792,17.155437492703733,79.49398243279319
37,0.5139487500706792,14.915425468550076,56.87744994381538
38,0.5139487500706792,12.600208548035212,56.87744994381538
39,0.09942976841691997,10.957710352910063,56.87744994381538
40,0.09942976841691997,10.515444015083954,56.87744994381538
41,0.09942976841691997,9.558206423819065,28.403593351766776
42,0.09942976841691997,8.555322698667934,28.403593351766776
43,0.09942976841691997,7.659209264294857,28.189797282131988
44,0.09942976841691997,6.8160519221936,28.189797282131988
45,0.09942976841691997,6.050693181813759,28.189797282131988
46,0.09942976841691997,5.228082457920878,25.270671730101647
47,0.09942976841691997,4.970613144418657,25.270671730101647
48,0.09942976841691997,3.8480385616176083,19.22370607905856
49,0.09942976841691997,3.3259446863579285,13.565094015127894
50,0.09942976841691997,2.606774910259464,7.47572200320083
51,0.09942976841691997,2.438399266613773,5.629983689905177
52,0.09942976841691997,2.256289823002263,5.264086367496626
53,0.09942976841691997,2.165617320589229,5.264086367496626
54,0.09942976841691997,2.0819323833043692,5.264086367496626
55,0.09942976841691997,1.9511274326432924,5.264086367496626
56,0.09942976841691997,1.9121791098774745,5.15164827377332
57,0.09942976841691997,1.833370908443652,5.15164827377332
58,0.09942976841691997,1.6676205142524194,5.15164827377332
59,0.09942976841691997,1.5682550319359996,5.15164827377332
60,0.09942976841691997,1.4400555409592086,5.15164827377332
61,0.09942976841691997,1.3188817841042835,5.15164827377332
62,0.09942976841691997,1.193114434657495,3.733059250686307
63,0.09942976841691997,1.1066464129344227,3.733059250686307
64,0.09942976841691997,1.0560265272148268,3.733059250686307
65,0.09942976841691997,1.0279184497948435,3.5746312319199918
66,0.08029939363036435,0.8686939084517956,3.5746312319199918
67,0.08029939363036435,0.7830394589052448,2.3019134850356626
68,0.08029939363036435,0.6942391339622159,2.3019134850356626
69,0.08029939363036435,0.678201133506042,2.3019134850356626
70,0.08029939363036435,0.5817644972193263,1.2535671626954752
71,0.07252996597952255,0.5105398441615193,1.2535671626954752
72,0.05736855593894937,0.4284073463746097,1.181598910110248
73,0.05736855593894937,0.39015156099927933,1.181598910110248
74,0.00021374921015713405,0.3520744021834456,1.181598910110248
75,0.00021374921015713405,0.341674692548381,1.181598910110248
76,0.00021374921015713405,0.29238262612111154,0.9167113211970899
77,0.00021374921015713405,0.25548143728528383,0.9135352674895051
78,0.00021374921015713405,0.1941106654123739,0.7225688197122113
79,0.00021374921015713405,0.15215045701514524,0.7225688197122113
80,0.00021374921015713405,0.11874989412229658,0.3511815729361976
81,0.00021374921015713405,0.10572149213723782,0.3511815729361976
82,0.00021374921015713405,0.09461446359863558,0.31210983786448687
83,0.00021374921015713405,0.0901143216644316,0.31210983786448687
84,0.00021374921015713405,0.06976268773495836,0.27567345773262075
85,0.00021374921015713405,0.05360875520967188,0.23018212764506218
86,0.00021374921015713405,0.05060506240016102,0.23018212764506218
87,0.00021374921015713405,0.045136241335638906,0.23018212764506218
88,0.00021374921015713405,0.031190572001814753,0.13200041632652207
89,0.00021374921015713405,0.027013225126067044,0.1316839683763239
90,0.00021374921015713405,0.020301729751878272,0.061849109039123384
91,0.00021374921015713405,0.015983294886167374,0.05862960498595344
92,0.00021374921015713405,0.01506255014709543,0.05862960498595344
93,0.00021374921015713405,0.011610939067928665,0.03599357952253657
94,0.00021374921015713405,0.010692431194508755,0.03599357952253657
95,0.00021374921015713405,0.008589448672903411,0.025495128005886294
96,0.00021374921015713405,0.007225045392574217,0.019878323890205683
97,0.00021374921015713405,0.006044320324931598,0.018360088807724932
98,0.00021374921015713405,0.0052438416559266055,0.018360088807724932
99,0.00021374921015713405,0.004443841286932881,0.015095293644051485
100,0.00021374921015713405,0.003766769754409051,0.009267046932755936
101,0.00021374921015713405,0.0032782211299003873,0.008707699375555591
102,0.00012699289914486263,0.0025124302003019868,0.007636674722218185
103,0.00012699289914486263,0.0021614555122399823,0.006196848494489392
104,0.00012699289914486263,0.0017801844364515574,0.005840594502764059
105,0.00012699289914486263,0.0014648577676780984,0.004585301311769296
106,7.495166395329054e-05,0.0012271424997606637,0.004585301311769296
107,3.0342464332554884e-05,0.0009681715396129294,0.0039057047183906728
108,3.0342464332554884e-05,0.0008626783177068961,0.0039057047183906728
109,3.0342464332554884e-05,0.0006317957608890901,0.0027500297168556887
110,3.0342464332554884e-05,0.0005074907162667897,0.0018320047771586924
111,3.0342464332554884e-05,0.00041532163520648243,0.0012096576885871322
112,3.0342464332554884e-05,0.00032401012215831586,0.0011266747766359138
113,3.0342464332554884e-05,0.0002860066427948002,0.000968689465635513
114,6.0768528425233775e-06,0.000244444725808606,0.000968689465635513
115,6.0768528425233775e-06,0.00020290808708031097,0.0007579724940592904
116,6.0768528425233775e-06,0.0001768995118293861,0.0007110729595101003
117,6.0768528425233775e-06,0.00013760862521425428,0.0007110729595101003
118,6.0768528425233775e-06,0.00010969844057494758,0.0002995202643552564
119,2.7767713728110524e-06,8.499442877070153e-05,0.0002852521875538128
120,2.7767713728110524e-06,7.34962560660704e-05,0.00022139719996101587
121,2.7767713728110524e-06,6.11420020817028e-05,0.00021374921015713405
122,2.7767713728110524e-06,4.697414255800339e-05,0.00021374921015713405
123,2.7767713728110524e-06,3.976549971088633e-05,0.00014578334597704028
124,7.803545557805754e-07,3.2830735343444016e-05,0.00014578334597704028
125,7.803545557805754e-07,2.5873588931823804e-05,9.043249951246865e-05
126,7.803545557805754e-07,2.1615915537246078e-05,9.043249951246865e-05
127,7.803545557805754e-07,2.0054840343448136e-05,9.043249951246865e-05
128,7.803545557805754e-07,1.715836772134168e-05,6.733289956800065e-05
129,7.803545557805754e-07,1.4207942987834555e-05,3.7065210096428704e-05
130,7.803545557805754e-07,1.2610977516625028e-05,3.7065210096428704e-05
131,7.803545557805754e-07,1.0428151538493826e-05,3.7065210096428704e-05
132,7.803545557805754e-07,7.972663369934717e-06,2.2710504981811254e-05
133,7.803545557805754e-07,6.7703278497016685e-06,2.2710504981811254e-05
134,3.0434168796329925e-07,5.75178921948039e-06,2.2710504981811254e-05
135,3.0434168796329925e-07,4.781966354450762e-06,1.4979572280798913e-05
136,3.0434168796329925e-07,3.934193856096844e-06,1.4979572280798913e-05
137,2.1520171249391633e-07,2.9112550258732327e-06,9.388431677558835e-06
138,1.40990373688953e-07,2.402603891206945e-06,9.388431677558835e-06
139,1.40990373688953e-07,2.1673321102273913e-06,5.4879504550084375e-06
140,1.40990373688953e-07,1.8696465981092066e-06,5.4879504550084375e-06
141,1.40990373688953e-07,1.6345718722395327e-06,5.4879504550084375e-06
142,1.40990373688953e-07,1.3972356818361497e-06,5.4879504550084375e-06
143,9.926875899951752e-08,1.1926910840221631e-06,3.7101600547551754e-06
144,1.5767494536697195e-08,1.0350807187374023e-06,3.482951639778092e-06
145,1.5767494536697195e-08,8.451433495848186e-07,3.482951639778092e-06
146,1.5767494536697195e-08,6.021567562544541e-07,3.3679368461698153e-06
147,1.5767494536697195e-08,4.856982473610528e-07,1.616302901590755e-06
148,1.5767494536697195e-08,4.2087930276735293e-07,1.2586540990486031e-06
149,1.5767494536697195e-08,3.756753501143726e-07,1.2293253629561606e-06
150,1.5767494536697195e-08,3.1527971881064773e-07,1.2293253629561606e-06
151,1.5767494536697195e-08,2.432555021399726e-07,9.198655608438476e-07
152,1.5767494536697195e-08,2.083087124369748e-07,9.198655608438476e-07
153,1.5767494536697195e-08,1.7797912346344217e-07,9.198655608438476e-07
154,1.5767494536697195e-08,1.5297335116771107e-07,4.3369630552904997e-07
155,1.5767494536697195e-08,1.2627272894316478e-07,4.3369630552904997e-07
156,1.5767494536697195e-08,1.083194923952164e-07,3.3118795173618346e-07
157,6.259973979913872e-09,8.134001256608864e-08,2.708536740513827e-07
158,6.259973979913872e-09,7.266661667471171e-08,2.708536740513827e-07
159,6.259973979913872e-09,6.346172958270206e-08,2.3866926730736596e-07
160,6.259973979913872e-09,5.648511289807358e-08,2.3866926730736596e-07
161,5.897021283025011e-09,4.1640870036791545e-08,1.5814267530801514e-07
162,5.897021283025011e-09,3.155145579202121e-08,9.987158085809322e-08
163,3.46380167879656e-09,2.7989803667685676e-08,7.570957188411119e-08
164,3.8788686845097646e-10,2.4411061196096732e-08,6.469157210769277e-08
165,3.8788686845097646e-10,2.0189725855934283e-08,6.469157210769277e-08
166,3.8788686845097646e-10,1.7724560566695115e-08,6.469157210769277e-08
167,3.8788686845097646e-10,1.5551476481508933e-08,6.469157210769277e-08
168,5.830419575359534e-11,1.3890074484437491e-08,4.288311192911754e-08
169,5.830419575359534e-11,1.0276585987405176e-08,4.233902736746891e-08
170,5.830419575359534e-11,8.48958973236784e-09,3.105186098788908e-08
171,5.830419575359534e-11,7.2311878259021756e-09,3.105186098788908e-08
172,5.830419575359534e-11,5.374644847475138e-09,3.105186098788908e-08
173,5.830419575359534e-11,3.924534053979366e-09,1.2667836271878133e-08
174,5.830419575359534e-11,3.5544059889301437e-09,1.2667836271878133e-08
175,5.830419575359534e-11,2.4290231794052655e-09,6.2946372350608795e-09
176,5.830419575359534e-11,2.2402351446945424e-09,6.168023349458585e-09
177,5.830419575359534e-11,1.9202263868344434e-09,6.168023349458585e-09
178,4.434932973220667e-11,1.5310908995382876e-09,6.168023349458585e-09
179,4.434932973220667e-11,1.203933882214683e-09,4.354579358595838e-09
180,4.434932973220667e-11,1.1826675434026052e-09,4.354579358595838e-09
181,4.434932973220667e-11,9.05582122192127e-10,3.033943648356063e-09
182,4.434932973220667e-11,8.264169677584542e-10,3.033943648356063e-09
183,4.434932973220667e-11,6.646609608602335e-10,2.1408658838598974e-09
184,4.434932973220667e-11,5.753567145615199e-10,1.8441924312481766e-09
185,3.017865410647228e-11,5.179481832702603e-10,1.5654763885869688e-09
186,3.017865410647228e-11,4.5564462556617547e-10,1.5654763885869688e-09
187,5.875168905191261e-13,3.615987949599561e-10,1.5654763885869688e-09
188,5.875168905191261e-13,3.077323120020758e-10,1.555925016525957e-09
189,5.875168905191261e-13,2.6150235467180376e-10,1.555925016525957e-09
190,5.875168905191261e-13,1.8496620971234161e-10,6.864714052765885e-10
191,5.875168905191261e-13,1.445946564940161e-10,3.5875989339251247e-10
192,5.875168905191261e-13,1.2760638715212493e-10,3.5875989339251247e-10
193,5.875168905191261e-13,1.0952913191512658e-10,2.933075488700115e-10
194,5.875168905191261e-13,9.322627596693106e-11,2.3448758869428605e-10
195,5.875168905191261e-13,8.601918688242162e-11,2.3448758869428605e-10
196,5.875168905191261e-13,7.841637055232288e-11,2.0920142730328436e-10
197,5.875168905191261e-13,7.10745851085728e-11,2.0918005058100345e-10
198,5.875168905191261e-13,6.572364330312271e-11,1.6778903687835074e-10
199,5.875168905191261e-13,5.898170102862067e-11,1.6778903687835074e-10
200,2.496968471476812e-13,4.752809450475801e-11,1.6778903687835074e-10
201,2.496968471476812e-13,4.2848102307569516e-11,1.4460810588134597e-10
202,2.496968471476812e-13,3.680152320766238e-11,1.4460810588134597e-10
203,2.496968471476812e-13,3.2921932552129086e-11,1.0667130234071127e-10
204,2.496968471476812e-13,2.1016338086645655e-11,7.664213885211966e-11
205,2.496968471476812e-13,1.869645781681175e-11,7.664213885211966e-11
206,2.496968471476812e-13,1.6914153116759457e-11,7.664213885211966e-11
207,2.496968471476812e-13,1.2925639092664763e-11,7.45433368435904e-11
208,2.496968471476812e-13,9.8701811910542e-12,3.4531249167464195e-11
209,2.496968471476812e-13,7.840122704522106e-12,3.059104177523813e-11
210,2.496968471476812e-13,5.879152197535536e-12,1.9953285277751245e-11
211,2.496968471476812e-13,4.9789409122737054e-12,1.9953285277751245e-11
212,2.496968471476812e-13,4.269025832697148e-12,1.9619037947492216e-11
213,2.496968471476812e-13,3.768779065354118e-12,1.9619037947492216e-11
214,9.226217322282951e-14,3.2381072516728785e-12,1.9619037947492216e-11
215,9.226217322282951e-14,2.4939986592546757e-12,1.9619037947492216e-11
216,8.150483299908755e-14,2.0647539402085677e-12,1.9619037947492216e-11
217,8.150483299908755e-14,1.5049998248896074e-12,5.3444021179949484e-12
218,6.947213628310578e-14,1.204905497481698e-12,3.904152707374358e-12
219,6.947213628310578e-14,8.968131698340501e-13,3.4242414178790206e-12
220,3.453263062579944e-14,7.063226878397185e-13,2.7176241288024934e-12
221,3.453263062579944e-14,5.073839677046062e-13,1.4934794018103147e-12
222,3.453263062579944e-14,4.5440564271122457e-13,1.4934794018103147e-12
223,2.987975101143848e-14,3.4968443980599953e-13,1.3938947364013946e-12
224,2.987975101143848e-14,3.026748807046108e-13,1.3938947364013946e-12
225,1.9314042448337193e-14,2.559591983729124e-13,1.3938947364013946e-12
226,1.9314042448337193e-14,2.0578975155541472e-13,8.755547900108445e-13
227,1.9314042448337193e-14,1.8205267530702501e-13,5.832161361521732e-13
228,1.9314042448337193e-14,1.6927282136377407e-13,5.832161361521732e-13
229,1.9314042448337193e-14,1.4182768666933963e-13,4.516997770314269e-13
230,1.9314042448337193e-14,1.1248342743066735e-13,4.0010066861793945e-13
231,1.9314042448337193e-14,9.880775677909612e-14,2.8384030795617053e-13
232,2.11718860118027e-15,8.595364255365685e-14,2.781049215521246e-13
233,2.11718860118027e-15,5.881415449006011e-14,1.9223681176172676e-13
234,2.11718860118027e-15,4.8735957505059376e-14,1.209095532492203e-13
235,1.2920962856132507e-15,3.771796426297602e-14,9.42980411371458e-14
236,1.2920962856132507e-15,3.32556351998515e-14,8.907934470571973e-14
237,1.2920962856132507e-15,2.758986098730491e-14,7.651088393694633e-14
238,1.2920962856132507e-15,2.4460590700947512e-14,7.651088393694633e-14
239,1.2920962856132507e-15,1.8138245338471603e-14,4.8876311626032653e-14
240,1.2920962856132507e-15,1.7083668770008932e-14,4.8876311626032653e-14
241,3.878842382581119e-16,1.3725684078035947e-14,3.313831117764149e-14
242,1.2425561274993852e-16,1.163009962009789e-14,3.116444126228814e-14
243,1.2425561274993852e-16,1.013445676141567e-14,3.116444126228814e-14
244,1.2425561274993852e-16,7.95462152637038e-15,2.2526624052225276e-14
245,1.2425561274993852e-16,6.539386718444915e-15,1.9777018311085347e-14
246,1.2425561274993852e-16,4.511677978321826e-15,1.539261045649158e-14
247,1.2425561274993852e-16,3.687674162374619e-15,1.539261045649158e-14
248,1.2425561274993852e-16,2.947906876536864e-15,1.539261045649158e-14
249,1.2425561274993852e-16,2.2188245537494953e-15,1.2445851159519458e-14
250,1.2425561274993852e-16,1.8553094328454543e-15,6.160621011702938e-15
251,1.2425561274993852e-16,1.7048383833917718e-15,6.160621011702938e-15
252,1.2425561274993852e-16,1.4145320694634424e-15,6.160621011702938e-15
253,1.2425561274993852e-16,1.113352894261359e-15,4.365502628949819e-15
254,1.2425561274993852e-16,9.829398520921837e-16,3.3313752663769076e-15
255,1.2425561274993852e-16,8.177747347815037e-16,3.0468179667963196e-15
256,1.2425561274993852e-16,6.175267012888514e-16,1.9822698393740655e-15
257,9.950977198996772e-17,5.244159416389713e-16,1.6963052022144097e-15
258,9.950977198996772e-17,4.745829562123153e-16,1.6963052022144097e-15
259,9.950977198996772e-17,3.8403908635086276e-16,1.2920962856132507e-15
260,1.7613236513376708e-18,3.494417353206798e-16,1.2920962856132507e-15
261,1.7613236513376708e-18,3.0701869395758253e-16,1.2920962856132507e-15
262,1.7613236513376708e-18,2.8372331479620607e-16,1.2920962856132507e-15
263,1.7613236513376708e-18,2.1431527293745694e-16,4.76196474696072e-16
264,1.7613236513376708e-18,1.8393632225401876e-16,4.261013835416334e-16
265,1.7613236513376708e-18,1.572879391311035e-16,3.7197138770079193e-16
266,1.7613236513376708e-18,1.3714848275223812e-16,3.7197138770079193e-16
267,1.7613236513376708e-18,1.12780498304357e-16,2.9695576526562807e-16
268,1.7613236513376708e-18,9.839042396303468e-17,2.5551237517527627e-16
269,1.7613236513376708e-18,8.525710683389624e-17,2.331782492449802e-16
270,1.7613236513376708e-18,6.655343508071477e-17,1.582322235077063e-16
271,1.7613236513376708e-18,6.060930717278616e-17,1.2670722196111127e-16
272,1.7613236513376708e-18,4.967823616819744e-17,1.2548169531559146e-16
273,1.7613236513376708e-18,3.8566057046631147e-17,1.2310600673522353e-16
274,1.7613236513376708e-18,3.19518902925378e-17,1.2310600673522353e-16
275,1.7613236513376708e-18,2.6711854321889387e-17,1.2310600673522353e-16
276,1.7613236513376708e-18,2.1848039578362858e-17,8.899196069749603e-17
277,1.7613236513376708e-18,1.8498939719500067e-17,6.604861313660174e-17
278,1.7613236513376708e-18,1.6684877412072295e-17,5.644293507108519e-17
279,1.7613236513376708e-18,1.341775120382129e-17,5.644293507108519e-17
280,1.7613236513376708e-18,1.0412624089836197e-17,4.487518636201197e-17
281,5.785295445452103e-20,7.800595302548195e-18,2.875829899014994e-17
282,5.785295445452103e-20,6.8651746272170625e-18,2.875829899014994e-17
283,5.785295445452103e-20,5.637103539288371e-18,1.949527549179436e-17
