start_node,cost,execution_time
0,19168.051518770302,0.0016158999933395535
1,18997.29811405117,0.0015496999840252101
2,19840.994163578485,0.0015675000031478703
3,19770.996533548212,0.0016330000071320683
4,19621.076745650345,0.0017238000000361353
5,19412.28012912928,0.001549500011606142
6,19042.709314115727,0.0015844999870751053
7,19670.159011235763,0.0015404000005219132
8,19171.491455506046,0.001541699981316924
9,18579.59522873154,0.0015177000022958964
10,18566.694267807517,0.0015725999837741256
11,18305.36391247522,0.0015451000072062016
12,19289.2217774162,0.0015745999990031123
13,19357.49612041403,0.001595799985807389
14,19307.513924950847,0.0016108000127132982
15,19797.033878152077,0.0015368000022135675
16,19234.00778184165,0.0015310000162571669
17,19260.412018364408,0.0015320999955292791
18,19370.414516446584,0.0016428999952040613
19,19196.113916310595,0.0015369999746326357
20,19307.310122507508,0.0015471000224351883
21,19254.476097796134,0.0015411000058520585
22,19349.7178127978,0.0015289000002667308
23,19299.9019101469,0.0015518000000156462
24,19513.594834394386,0.0016270999913103878
25,19133.138814893366,0.0017027999856509268
26,18319.645382068786,0.00160009998944588
27,19550.269249940975,0.0015681000077165663
28,19475.91254183745,0.0015531000099144876
29,19477.25391357388,0.0015330000023823231
30,19087.554446897077,0.0015386000159196556
31,19542.027784140435,0.0015357999945990741
32,19617.209079301956,0.0015386999875772744
33,19037.055985520044,0.0015168999962043017
34,19306.359611937954,0.0015743999974802136
35,19846.291260075825,0.0015363999991677701
36,19478.150935350997,0.0015608999819960445
37,19788.28159212375,0.0015266000118572265
38,19323.92960621302,0.0015376000083051622
39,19033.677184709955,0.0016144000110216439
40,19240.8921961513,0.0015608999819960445
41,19314.21426569249,0.001538700016681105
42,18320.525365373636,0.0015243000234477222
43,19638.230015463087,0.0015419000119436532
44,19446.647022385692,0.0015266000118572265
45,20008.537031706284,0.0015229000127874315
46,18778.77888914452,0.0015134999994188547
47,18935.456731505205,0.0015334000054281205
48,19788.064907700227,0.0015302000101655722
49,19293.965339449605,0.001639699999941513
50,19055.264412541535,0.0015597999736201018
51,19358.053737824303,0.001564900012454018
52,18399.278620145866,0.001562499994179234
53,18556.5904539,0.00162980001186952
54,19738.23439735405,0.0016279999981634319
55,19136.982772540283,0.0016076999891083688
56,19279.540476491,0.0016021000046748668
57,19774.961658368513,0.0015832000062800944
58,19540.250733004686,0.001571400003740564
59,19368.46239389375,0.001670199999352917
60,19315.321593341094,0.0016408000083174556
61,18898.085495265037,0.0016180000093299896
62,18315.62718448713,0.0015457999834325165
63,19544.19243337157,0.0015648000116925687
64,18340.231790571845,0.0015354999923147261
65,18918.198264539078,0.0015952999820001423
66,19217.195751160776,0.0016159999941010028
67,18911.6094807867,0.0016087999974843115
68,19532.398525667875,0.0015853999939281493
69,19443.681321791555,0.0015629999979864806
70,19230.673050823327,0.0016648999880999327
71,19285.164788349677,0.001556600007461384
72,19328.59288091655,0.0015428999904543161
73,19437.898144436505,0.0015501999878324568
74,19522.640547176652,0.0015622999926563352
75,19193.714987938904,0.0016426000220235437
76,18645.427796674172,0.0015718000067863613
77,18789.772385090288,0.0015521000022999942
78,19780.84015649369,0.0015378000098280609
79,19256.1166989503,0.0015582999913021922
80,19332.36742966089,0.0017080999969039112
81,19420.631781258362,0.0015959999873302877
82,18987.03038437352,0.001575700007379055
83,18453.283800230354,0.0017690999957267195
84,18531.807984920233,0.0015947999781928957
85,19378.504234237622,0.002293099998496473
86,19091.630866207117,0.002012099983403459
87,19246.66511047694,0.0016162999963853508
88,19246.92948990296,0.0016465999942738563
89,19635.86024137051,0.001597599999513477
90,19192.795176996508,0.0015665999962948263
91,19074.314909312398,0.0015650999848730862
92,19726.49135342281,0.0015881999861449003
93,19339.644053801247,0.00242840001010336
94,18421.739608399883,0.0015481000009458512
95,19300.164771958353,0.0015244000242091715
96,19054.354310370116,0.0014989000046625733
97,19367.920278671132,0.0014947000017855316
98,19553.620441798368,0.0015032000083010644
99,19445.591868506173,0.001504699990618974
100,18922.440459182082,0.0015178000030573457
101,19704.716584445072,0.0015187999815680087
102,19667.43152803213,0.0016265999875031412
103,19602.895501370967,0.0015550999960396439
104,18601.93647167201,0.0015650000132154673
105,19702.940679461175,0.0015863000007811934
106,19297.5265362476,0.0015863000007811934
